timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,temp,angle_deg,angular_velocity,angular_acceleration,pid_output,motor_pulse
2025-11-30T16:11:41.503542,-250.13740458015266,215.58778625954199,109.27480916030534,-4.225765930175781,19.61270144958496,-2.042254016113281,22.553529411764707,-84.055263181651,-250.13740458015263,0.0,2494.343557225338,2000
2025-11-30T16:11:41.524311,-250.13740458015266,185.1679389312977,119.19847328244275,-3.2321722412109373,19.61270144958496,-9.667786303710937,22.64764705882353,-63.75970045520316,-250.13740458015263,0.0,1840.731017276577,2000
2025-11-30T16:11:41.556217,-250.13740458015266,15.526717557251908,-46.64885496183206,-8.204929089355469,15.078682055664062,-19.6133,22.459411764705884,-37.55304053013223,-250.13740458015263,0.0,1082.4399192891726,2000
2025-11-30T16:11:41.577399,9.465648854961833,-138.19847328244273,12.763358778625955,-2.0470424194335934,14.724340209960937,-19.6133,22.506470588235295,-36.896745601790556,9.465648854961833,11497.810217791937,1069.7730842153185,2000
2025-11-30T16:11:41.596490,250.12977099236642,-119.96946564885496,21.99236641221374,-15.67962667236328,4.134786267089844,-19.6133,22.506470588235295,-11.904519096815818,250.12977099236642,13028.621270020842,334.40719685927695,1834
2025-11-30T16:11:41.616642,250.12977099236642,-137.86259541984734,-103.83206106870229,-13.160926525878905,7.800309008789062,-19.6133,22.506470588235295,-21.68796698410963,250.12977099236642,0.0,632.7147062157294,2000
2025-11-30T16:11:41.637780,250.12977099236642,-125.19083969465649,-131.8320610687023,-19.029114794921874,11.291055029296874,-19.6133,22.553529411764707,-29.92832821104432,250.12977099236642,0.0,871.4527711112383,2000
2025-11-30T16:11:41.658537,250.12977099236642,-178.29770992366412,-250.13740458015266,-19.507955126953124,19.61270144958496,-19.6133,22.553529411764707,-44.99912572244589,250.12977099236642,0.0,1310.6606039918147,2000
2025-11-30T16:11:41.680438,250.12977099236642,-170.0,-250.13740458015266,1.0007762939453124,19.61270144958496,-7.580042456054687,22.60058823529412,-68.86916067733796,250.12977099236642,0.0,2005.226102296552,2000
2025-11-30T16:11:41.701765,250.12977099236642,-95.91603053435115,-250.13740458015266,7.584830859375,19.61270144958496,17.697938671875,22.506470588235295,47.93781252132539,250.12977099236642,0.0,-1433.9144014189803,1000
2025-11-30T16:11:41.720706,250.12977099236642,70.4885496183206,-74.89312977099236,8.487444885253906,14.563928698730468,19.61270144958496,22.506470588235295,36.59670702431811,250.12977099236642,0.0,-1056.3594150392148,1000
2025-11-30T16:11:41.740539,-50.48091603053435,88.95419847328245,93.33587786259542,-0.033518823242187495,-0.38786066894531246,19.61270144958496,22.506470588235295,-1.1329333223795575,-50.48091603053435,-14707.765430061718,259.0569485323576,1759
